mbd_nearest_1,mbd_nearest_2,mbd_nearest_3,mbd_nearest_4,mbd_nearest_5,cfips
45005,45019,45035,13029,45049,45013
45017,45085,45075,45029,45043,45015
45055,45035,45061,45009,45027,45017
45053,45075,45027,45089,45043,45019
37109,45023,37149,37161,37071,45021
37071,37179,45055,45071,45021,45023
37165,37153,45061,37179,45055,45025
45079,45035,45041,45075,45015,45027
45015,45075,45005,45019,45053,45029
37165,45067,45085,45055,45033,45031
37093,37047,45051,45031,37165,45033
45013,45049,45017,45027,45009,45035
45063,13189,13245,45047,13181,45037
45081,45091,45063,45087,45057,45039
45051,45069,45085,45027,45061,45041
45035,45033,45019,45027,45041,45043
37161,45073,45059,37175,37089,45045
13105,45007,45071,13181,45037,45047
13031,45013,45011,13103,45009,45049
37017,37155,45089,37019,45041,45051
45005,13031,13251,13029,45029,45053
37179,45023,45031,45025,45085,45055
45061,37119,37007,45091,45039,45057
45065,45081,45007,45045,45083,45059
45069,45057,45079,45027,45025,45061
45011,45075,45037,45039,45071,45063
45081,13105,13189,13317,13073,45065
45043,37047,37155,45069,45031,45067
45041,37093,37007,37155,37153,45069
45079,45037,45023,45063,45047,45071
37175,37113,45007,13147,13137,45073
45029,45063,45079,45085,45011,45075
13257,13147,13241,37099,37089,45077
45027,45071,45075,45061,45085,45079
13073,45039,45059,45065,45003,45081
45077,37089,37045,37161,45059,45083
45089,45075,45041,45031,45055,45085
45045,37045,45039,45091,45071,45087
45031,45061,45051,45085,45067,45089
37179,37109,45057,37045,45087,45091
46053,46061,46017,46023,46111,46003
46035,46003,46097,46025,46077,46005
31045,46103,46055,46075,31161,46007
46027,31015,46125,31027,46023,46009
27083,46029,27117,46077,46079,46011
46025,46049,38081,46115,46089,46013
46123,46035,46023,46043,46085,46015
46111,46005,46065,46003,46069,46017
38011,46033,46103,30011,46105,46019
46031,38085,38047,46107,46045,46021
46061,46015,46067,46035,46009,46023
46011,46051,46039,46005,46077,46025
19167,31043,19149,31051,46125,46027
27011,46109,46011,46077,46037,46029
38001,46105,38029,46129,46021,46031
46019,56011,46093,31045,56027,46033
46087,46023,46097,46073,46067,46035
38081,46057,46115,46051,46013,46037
27011,27083,27173,27081,27073,46039
46065,38085,46021,46117,46119,46041
46053,46015,31015,46009,46061,46043
38021,46115,38051,46021,46107,46045
46081,31161,31013,56045,46103,46047
46119,46013,46089,46129,46115,46049
27149,27155,46037,46057,46109,46051
31149,31089,46003,46043,46015,46053
46007,46041,46103,46095,46093,46055
46097,27081,46079,46051,46025,46057
46119,46015,46065,46115,46073,46059
46125,46079,46003,46043,46111,46061
46093,38041,30025,38087,38001,46063
46049,46059,46075,46107,46017,46065
46097,46023,46035,46043,46087,46067
46015,46073,46085,46107,46049,46069
46093,31031,46117,46103,46121,46071
46061,46043,46059,46035,46015,46073
46119,46123,46121,46055,46071,46075
46101,46029,46005,46111,46025,46077
46057,27117,46061,46099,46077,46079
46063,56005,46047,46093,46103,46081
46087,46135,27133,46127,19167,46083
46119,46117,46095,46069,46075,46085
46083,46101,46035,46067,46099,46087
38045,46049,38047,46129,46013,46089
46051,27155,38021,38073,38077,46091
46071,46063,46033,46105,46055,46093
46065,46055,46117,46007,46085,46095
46011,46101,46005,46035,46087,46097
46097,27117,19119,46125,46079,46099
46097,27101,46087,27081,27133,46101
56045,46007,46019,46047,46055,46103
38037,38011,38041,46019,46031,46105
46059,46021,46065,46045,46041,46107
46029,38081,27149,38077,46037,46109
46043,46087,46077,46003,46005,46111
46077,46029,46045,46037,46013,46115
46137,46107,46085,46095,46041,46117
46085,46059,46049,46129,46041,46119
31017,46085,46071,31103,46075,46121
31015,46017,46075,46095,46015,46123
46009,46127,46061,46099,46067,46125
46125,46135,31027,46083,31043,46127
46031,38051,46049,46119,46089,46129
31051,46127,46083,31107,46067,46135
46107,38085,46119,46117,46093,46137
47057,47009,47151,47105,47145,47001
47187,47119,47051,47015,47103,47003
47081,47077,47039,47161,47135,47005
47177,47061,47065,47035,47185,47007
47089,47145,47001,37173,47123,47009
47153,47143,13213,13313,47121,47011
21013,47129,47093,21147,47025,47013
47061,47175,47159,47003,47189,47015
47023,47085,47113,47039,47183,47017
37199,37189,51520,47171,47179,47019
21219,47165,47081,47083,47187,47021
47075,47017,28003,47039,47071,47023
51105,21235,47063,21121,47013,47025
47159,47141,47137,21053,47111,47027
47073,47057,37173,37087,47155,47029
47041,47115,47149,47051,47015,47031
47183,47023,47017,47131,47097,47033
47133,47175,47141,47049,47007,47035
47125,47169,47043,47149,47165,47037
47085,47101,47005,47017,47023,47039
47169,47175,47189,47087,47141,47041
47147,47161,47037,47187,47085,47043
29143,21075,47075,47053,47131,47045
28139,47097,28033,28093,28009,47047
21147,47141,21231,47035,21053,47049
13083,1089,47003,47103,1071,47051
47095,47077,47075,47131,47113,47053
1077,47003,47127,47101,47119,47055
47155,47029,21013,47093,47067,47057
37199,47089,47067,47171,47029,47059
47015,47065,47007,47051,47175,47061
47155,47173,47025,47073,47059,47063
47121,13295,47007,13313,13083,47065
47089,47059,21013,47025,21095,47067
47033,28003,28139,28009,47075,47069
1077,47135,47077,28141,28003,47071
47163,47057,21095,47179,51169,47073
47023,47053,47045,47069,47047,47075
47053,47109,47005,47071,47135,47077
21157,47085,21083,47083,47161,47079
47005,47021,47083,47187,47119,47081
21221,47081,47021,47079,47005,47083
47017,47039,47079,47161,47135,47085
47185,47041,47169,21171,47111,47087
47059,47025,37173,47093,47173,47089
37121,51173,37011,47163,51191,47091
47145,47057,47013,47089,47105,47093
47053,21105,29133,29069,21075,47095
47053,47047,47095,29155,47033,47097
47135,47081,47117,1083,47119,47099
47117,47085,47039,47055,47181,47101
47119,47031,1083,47051,47003,47103
47143,47129,47121,47093,47107,47105
37039,47007,47145,47105,47011,47107
28117,28141,28139,47077,47113,47109
47189,21009,47165,47027,47087,47111
47039,47109,47017,47069,47053,47113
47031,1071,13295,13047,47051,47115
47099,47031,47149,47187,47127,47117
47149,47043,47003,47099,47055,47119
47123,47105,47035,47139,47145,47121
37043,47121,47145,47139,47009,47123
21141,21221,47147,21047,21219,47125
47055,47149,1089,47061,47117,47127
47133,47137,47105,47013,47001,47129
21039,29133,29143,47053,47045,47131
47035,21057,47185,21053,47087,47133
47017,47071,47005,47181,47077,47135
21147,47151,21207,47027,21057,47137
13313,47121,13123,47123,37039,47139
47049,47035,47175,47027,47159,47141
47065,47011,47153,47175,47145,47143
47093,47123,47107,47143,47121,47145
21003,47043,47125,21219,47037,47147
47177,47041,47117,47031,47037,47149
47173,47137,21231,21235,47001,47151
47121,47011,47143,47177,47175,47153
37075,37087,47057,47063,47093,47155
47075,47097,5093,28137,28093,47157
47165,47015,47027,47141,47189,47159
21047,47043,47005,47085,47079,47161
51720,51167,47171,51191,47091,47163
21141,47159,47037,47111,47189,47165
28033,47045,47033,5035,47047,47167
21213,47041,21171,47087,21003,47169
37021,47163,37011,47059,37115,47171
21235,47063,21013,47089,47001,47173
47035,47141,47143,47041,47061,47175
47141,47007,47153,47185,47031,47177
37199,51169,51520,37121,47073,47179
47109,28141,1033,47039,47135,47181
47005,21035,21075,21083,21105,47183
47015,47087,47133,47007,47035,47185
47189,47003,47081,47043,47117,47187
47087,47111,47041,47037,47015,47189
48401,48467,48349,48423,48289,48001
48475,48501,35025,48329,48115,48003
48241,48225,48419,48403,48457,48005
48273,48239,48025,48175,48469,48007
40141,40033,48487,48447,48237,48009
48069,48179,48375,48191,48437,48011
48025,48283,48325,48297,48255,48013
48287,48185,48051,48481,48157,48015
48117,48189,48069,35009,48219,48017
48091,48267,48029,48171,48463,48019
48331,48051,48177,48209,48491,48021
40141,48503,48207,48155,48485,48023
48123,48007,48311,48355,48391,48025
48395,48453,48281,48053,48309,48027
48163,48209,48019,48013,48325,48029
48187,48491,48453,48053,48299,48031
48445,48263,48317,48335,48305,48033
48093,48143,48221,48251,48099,48035
48063,48315,5133,48387,48449,48037
48089,48015,48473,48071,48481,48039
48289,48287,48471,48331,48477,48041
48105,48465,48103,48475,48389,48043
48075,48381,48189,48345,48129,48045
48505,48489,48249,48131,48427,48047
48143,48193,48307,48411,48059,48049
48021,48015,48149,48185,48395,48051
48209,48453,48099,48027,48411,48053
48285,48287,48149,48091,48209,48055
48123,48409,48481,48175,48321,48057
48093,48399,48429,48253,48049,48059
48249,48355,48247,48273,48427,48061
48315,48067,48223,48183,48499,48063
48195,48129,48381,48341,48393,48065
5081,48459,48203,48063,48449,48067
48045,48011,48017,48189,48381,48069
48157,48339,48039,48361,48199,48071
48005,48455,48183,48213,48225,48073
48345,48129,40065,48155,48191,48075
40137,48503,48497,48237,40033,48077
48369,48165,48303,35041,48279,48079
48227,48441,48173,48235,48399,48081
48333,48095,48307,48093,48441,48083
48439,48097,48257,48147,48113,48085
40065,48179,40055,40009,48191,48087
48287,48157,48239,48477,48473,48089
48177,48453,48493,48055,48031,48091
48035,48221,48425,48083,48333,48093
48049,48267,48319,48083,48413,48095
40067,48085,40019,48497,40095,48097
48491,48145,48053,48333,48309,48099
40057,48191,48275,48125,48197,48101
48173,48003,48383,48371,48495,48103
48371,48451,48465,48461,48435,48105
48219,48189,48345,48263,48305,48107
48141,48377,48495,48475,35015,48109
8009,40139,48195,48359,35059,48111
48349,48231,48251,48121,48085,48113
48501,48003,48169,48227,48165,48115
48017,48437,35037,48375,35009,48117
40023,48449,48387,48379,48159,48119
48367,48337,48397,48181,48113,48121
48025,48187,48239,48493,48285,48123
48303,48101,48153,48433,48169,48125
48325,48271,48311,48463,48479,48127
40057,48075,48483,48065,48045,48129
48355,48283,48273,48479,48297,48131
48503,48363,48417,48083,48049,48133
48173,48301,48461,48317,48475,48135
48019,48413,48265,48463,48465,48137
48293,48213,48397,48439,48257,48139
35027,35017,35015,35051,48109,48141
48429,48367,48035,48193,48133,48143
48051,48289,48099,48217,48027,48145
40095,40023,48223,48085,48181,48147
48051,48177,48055,48015,48477,48149
48033,48207,48335,48441,48263,48151
48101,48191,48303,48125,48437,48153
40057,40065,48075,48023,48269,48155
48167,48339,48321,48089,48015,48157
48379,48459,48387,48119,48499,48159
48145,48313,48395,48225,48213,48161
48019,48029,48463,48127,48311,48163
48135,48079,48305,48317,35025,48165
48199,48481,48321,48291,48245,48167
48445,48115,48303,48125,48415,48169
48053,48091,48267,48019,48031,48171
48081,48235,48461,48335,48317,48173
48493,48297,48007,48409,48255,48175
48091,48021,48149,48255,48493,48177
48191,48011,48233,48087,48211,48179
48231,40069,40085,48121,40013,48181
48343,48499,48365,48063,48315,48183
48015,48395,48051,48473,48477,48185
48123,48453,48255,48029,48209,48187
48017,48045,48219,48107,48069,48189
48179,48153,48101,48345,48011,48191
48221,48049,48425,48143,48281,48193
48295,48065,40007,48341,48393,48195
48275,40141,40055,48101,48487,48197
48351,48407,48071,48373,48241,48199
48167,48015,48407,48039,48071,48201
22015,48343,48401,48067,48459,48203
35021,35059,40025,48117,48375,48205
48155,48151,48023,48269,48417,48207
48053,48491,48021,48259,48187,48209
48087,40009,48357,48179,40045,48211
48499,48073,48379,48161,48349,48213
48131,48273,48505,48247,48261,48215
48145,48221,48293,48425,48349,48217
48107,48189,48017,48305,48501,48219
48193,48217,48439,48035,48363,48221
48147,48063,48277,48449,48231,48223
48373,48161,48005,48471,48073,48225
48081,48329,48415,48115,48431,48227
48377,48301,35013,48389,35015,48229
48499,48467,48257,48147,48223,48231
48011,48357,48179,48421,48375,48233
48461,48435,48173,48105,48081,48235
48221,48429,48337,48009,48077,48237
48391,48175,48123,48089,48321,48239
48005,48373,48405,48361,48403,48241
48495,48301,48229,48475,48371,48243
48457,48241,48167,22023,22019,48245
48261,48273,48249,48479,48215,48247
48247,48311,48025,48047,48297,48249
48143,48113,48367,48035,48139,48251
48429,48447,48353,48059,48433,48253
48469,48187,48177,48297,48013,48255
48085,48349,48231,48213,48139,48257
48187,48325,48209,48265,48029,48259
48427,48247,48249,48355,48061,48261
48207,48033,48269,48107,48151,48263
48137,48463,48325,48319,48259,48265
48307,48413,48171,48137,48435,48267
48197,48345,48207,48263,48155,48269
48325,48019,48127,48465,48507,48271
48025,48489,48007,48131,48047,48273
48197,48101,48487,48447,48433,48275
48231,48449,40013,48159,48223,48277
48153,48437,48303,48079,48369,48279
48093,48491,48027,48299,48193,48281
48325,48131,48297,48507,48013,48283
48015,48055,48481,48469,48239,48285
48055,48041,48491,48453,48477,48287
48455,48041,48471,48001,48293,48289
48361,48457,48245,48373,48339,48291
48139,48313,48217,48289,48395,48293
48195,40153,40129,40059,48393,48295
48355,48131,48175,48013,48409,48297
48333,48259,48307,48281,48031,48299
48103,35025,48109,48003,35015,48301
48079,48279,48153,48445,48169,48303
48501,48165,48219,48107,48033,48305
48267,48299,48333,48083,48049,48307
48193,48395,48331,48027,48099,48309
48493,48255,48249,48025,48131,48311
48051,48161,48455,48225,48395,48313
5091,22015,48063,48183,48459,48315
48335,48165,48135,48033,48173,48317
48031,48095,48265,48411,48327,48319
48007,48285,48089,48469,48157,48321
48137,48325,48385,48283,48163,48323
48385,48507,48265,48259,48013,48325
48265,48411,48451,48435,48413,48327
48431,48003,48227,48383,48103,48329
48477,48021,48041,48491,48027,48331
48053,48083,48307,48099,48193,48333
48441,48173,48151,48033,48081,48335
48009,48121,40019,48237,40085,48337
48041,48313,48373,48291,48473,48339
48393,48111,48359,48195,48065,48341
48183,48387,48315,48459,48037,48343
48155,48075,48269,48107,48191,48345
48225,48403,48455,48365,48073,48347
48113,48467,48001,48257,48217,48349
48199,48405,48361,22019,22115,48351
48227,48431,48253,48415,48399,48353
48131,48261,48297,48025,48391,48355
48421,40045,40139,48211,48233,48357
48069,48111,48369,35037,48381,48359
48071,48457,22011,22023,48351,48361
48497,48425,48133,48143,48221,48363
22015,48315,48347,22017,48183,48365
48121,48143,48425,48237,48251,48367
48437,35037,48381,35041,48279,48369
48105,48135,48495,48043,48389,48371
48225,48241,48471,48291,48199,48373
48421,48117,48205,48011,48233,48375
48301,48443,48475,48229,48371,48377
48213,48159,48119,48397,48257,48379
48369,48359,48045,48065,48117,48381
48081,48451,48103,48105,48329,48383
48435,48171,48325,48271,48267,48385
48223,40023,48119,48343,48037,48387
35015,48135,48103,48371,48243,48389
48239,48123,48355,48057,48025,48391
48341,48483,48295,48195,48065,48393
48161,48185,48051,48293,48289,48395
48147,48121,48139,48467,48379,48397
48049,48307,48059,48451,48353,48399
48315,48459,48419,48203,48423,48401
22031,48347,48005,22115,48241,48403
22031,48351,48241,48457,22085,48405
48201,48185,48199,48457,48455,48407
48469,48175,48297,48273,48249,48409
48093,48193,48053,48049,48319,48411
48383,48137,48267,48105,48095,48413
48115,48433,48227,48353,48169,48415
48083,48503,48441,48133,48207,48417
22081,48005,48401,22085,48403,48419
48375,48357,48205,40025,48233,48421
48063,48001,48073,48213,48467,48423
48363,48439,48217,48193,48367,48425
48273,48061,48131,48261,48489,48427
48093,48237,48143,48059,48447,48429
48329,48353,48451,48383,48227,48431
48155,48415,48125,48275,48253,48433
48385,48235,48451,48465,48105,48435
48117,48191,48279,48153,48011,48437
48085,48425,48139,48221,48497,48439
48335,48081,48417,48151,48083,48441
48235,48435,48103,48383,48461,48443
48033,48169,48303,48079,48115,48445
48363,48253,48275,48009,48429,48447
48499,48067,48037,48223,48459,48449
48383,48435,48327,48431,48399,48451
48053,48187,48091,48287,48031,48453
48073,48457,48347,48313,48407,48455
48291,48403,48407,48405,48351,48457
48203,48159,48315,48449,48423,48459
48475,48235,48105,48371,48173,48461
48265,48137,48323,48163,48019,48463
48267,48463,48385,48413,48443,48465
48001,48223,48231,48397,48423,48467
48255,48025,48007,48285,48391,48469
48289,48041,48373,48225,48455,48471
48051,48041,48089,48201,48185,48473
48329,48461,48003,48371,48135,48475
48331,48089,48149,48287,48185,48477
48507,48163,48249,48311,48247,48479
48469,48473,48039,48015,48285,48481
40055,40057,48393,48129,40129,48483
48503,40067,40031,48023,48077,48485
40033,48009,48275,40065,48155,48487
48249,48355,48247,48427,48273,48489
48281,48099,48209,48287,48021,48491
48175,48055,48091,48123,48177,48493
48461,48165,48329,48389,48103,48495
48221,48077,48363,48097,48439,48497
48183,48449,48467,48423,48159,48499
48017,48003,48115,48305,35025,48501
48367,48077,48417,48023,48363,48503
48261,48283,48249,48215,48131,48505
48019,48385,48283,48271,48325,48507
49025,49017,32017,49023,49041,49001
16041,49029,49005,49035,16031,49003
56041,56023,49011,16071,49029,49005
49041,49043,49019,49049,49047,49007
49007,49051,8103,49043,8081,49009
49049,49043,49033,49045,49005,49011
49035,49029,56041,49049,49009,49013
49049,49017,49013,49031,49019,49015
49039,49001,49021,49037,49015,49017
49037,8029,49055,8113,8085,49019
49023,49017,49041,49025,32017,49021
49001,49011,49051,49041,49035,49023
49037,49001,49041,4005,49021,49025
49049,49045,32033,49039,49021,49027
49049,49051,56041,49005,49033,49029
49015,49039,49025,49021,49027,49031
49011,49043,56023,16041,16007,49033
49033,49005,49045,49043,49051,49035
49015,8067,8085,49019,49017,49037
49013,49055,49031,49051,49023,49039
49007,49023,49001,49027,49017,49041
49011,49049,49057,49033,49035,49043
49027,49051,49029,49057,49049,49045
8045,49043,49051,49019,8081,49047
49011,49029,49013,49023,49007,49049
49011,56041,49039,49029,49007,49051
49027,49017,32003,4015,49031,49053
49007,49019,49039,49025,49037,49055
56041,49003,16041,49043,49035,49057
36115,36113,50015,50027,50017,50001
25003,50027,33005,25011,50021,50003
50011,50007,33007,33009,50017,50005
50005,50017,36031,36019,50001,50007
50017,50011,33009,50023,23017,50009
50009,50001,50005,50023,36019,50011
50001,36031,36033,50019,50023,50013
50001,50009,50017,50013,50005,50015
50007,33019,50021,50015,50001,50017
50017,50013,33007,50007,50023,50019
36031,50017,33019,50025,36113,50021
50027,33009,50011,50019,50001,50023
25015,36083,50021,36115,50027,50025
33005,36115,50003,33009,50001,50027
24019,51119,24045,24047,51115,51001
51109,51029,51113,51790,51125,51003
51775,54063,51161,51678,51163,51005
51111,51087,51075,51147,51053,51007
51820,51019,51031,51011,51163,51009
51530,51049,51125,51037,51009,51011
51683,51685,24031,24033,51600,51013
51017,51678,51125,51163,51165,51015
51790,51023,51015,51530,51678,51017
51530,51009,51067,51775,51031,51019
54047,51077,51750,51173,51071,51021
51530,51163,51045,51678,51775,51023
51183,37131,51117,37185,51135,51025
51195,51191,54109,54059,51185,51027
51009,51145,51540,51003,51147,51029
51530,51147,51083,51143,51009,51031
51087,51193,51179,51101,51057,51033
37169,51750,37005,51077,51063,51035
51101,51730,51570,51830,51181,51036
51680,51029,51135,51031,51117,51037
51149,51007,51145,51053,51087,51041
54065,51157,51061,54003,51107,51043
51750,51071,51005,51023,51121,51045
51139,51153,51630,51179,51177,51047
51087,51011,51135,51075,51147,51049
21071,51191,51169,21133,21195,51051
51007,51025,51149,51670,51135,51053
51133,51127,24037,51099,51033,51057
24031,11001,51153,51683,51685,51059
51600,51043,51107,51187,51685,51061
51071,51770,51775,51067,51035,51063
51125,51137,51145,51029,51049,51065
51141,51121,51019,51143,51063,51067
54031,51171,54065,54037,54003,51069
51063,51045,51021,54089,54055,51071
51127,51700,51735,51103,51095,51073
51041,51760,51007,51085,51049,51075
51185,37171,51021,37193,51035,51077
51047,51820,51165,51137,51660,51079
37185,51620,37083,51053,51175,51081
37181,37077,37033,51117,51031,51083
51177,51109,51145,51041,51075,51085
51670,51570,51109,51007,51041,51087
51775,51770,37033,51063,51141,51089
51163,51165,51660,54083,51790,51091
51830,51175,51650,51199,51620,51093
51149,51119,51700,51127,51036,51095
51095,51193,51103,51036,51119,51097
51153,51159,51177,51057,51193,51099
51670,51033,51159,51760,51036,51101
51830,51057,51095,51097,51159,51103
47025,21133,51720,21013,21131,51105
51153,51059,51061,51683,51600,51107
51003,51085,51145,51087,51540,51109
51049,37185,51053,51007,51025,51111
51165,51660,51003,51540,51157,51113
51700,51830,51650,51199,51103,51115
51147,51135,51083,37077,51025,51117
51127,51159,51830,51095,51097,51119
54063,51161,51770,51045,51775,51121
51015,51011,51540,51790,51530,51125
51119,51760,51149,51830,51670,51127
51810,51700,51199,51073,51001,51131
51073,51057,51115,51097,51193,51133
51037,51041,51145,51049,51025,51135
51179,51157,51540,51630,51079,51137
54031,51047,51187,51660,51165,51139
51121,51750,37157,51067,51089,51141
37145,37157,51019,51031,37033,51143
51135,51065,51085,51760,51041,51145
51031,51145,51007,51029,51011,51147
51127,51053,51041,51181,51183,51149
51013,51510,51610,51179,51061,51153
54063,54055,51197,51021,51035,51155
51079,51043,51137,51171,51113,51157
51099,51119,51101,51103,24037,51159
51063,51005,51121,51067,51019,51161
51790,51125,51005,51015,51023,51163
51113,51820,51171,51015,54071,51165
51185,47163,51173,51720,51195,51167
51167,21133,47179,51105,51520,51169
51660,54027,51840,51165,51069,51171
37005,47091,51167,51021,37009,51173
37073,37131,51800,37091,51081,51175
51075,51085,51099,51047,51109,51177
51047,51033,51685,24017,51683,51179
51670,51183,51700,51149,51036,51181
51181,51570,51620,51081,51053,51183
51191,54109,51167,54055,51197,51185
51107,51047,51139,51061,51069,51187
51051,51185,47019,37009,47163,51191
51101,51033,51133,51097,24017,51193
51520,21095,51105,21119,51167,51195
54055,51750,51185,37005,51173,51197
51093,51115,51181,51650,51735,51199
51153,51683,51685,24033,51600,51510
51195,51720,47179,51169,47019,51520
51015,51017,51019,51023,51125,51530
51029,51137,51109,51113,51125,51540
37139,37073,51093,51650,37029,51550
51127,51183,51036,51760,51053,51570
37135,51067,37001,51083,37145,51590
51730,51620,37083,51053,51175,51595
24031,11001,51153,51683,51510,51600
51683,24033,24031,51685,11001,51610
51595,37131,51181,51183,37091,51620
51683,51137,51047,24017,51153,51630
51115,51550,51093,51810,51199,51650
51171,51113,54071,51820,51139,51660
51183,51053,51127,51760,51041,51670
51015,51005,51125,51680,51017,51678
51023,51125,51163,51678,51530,51680
51179,51013,51510,51610,51061,51683
51107,51013,51061,51510,51610,51685
51095,51181,51710,51740,51830,51700
51199,51800,51093,51700,51550,51710
47163,51520,21095,51105,51167,51720
51181,51760,51036,51183,51053,51730
51830,51131,51073,51115,51740,51735
51199,51093,51810,51800,51735,51740
51021,51045,51775,54063,51035,51750
51036,51101,51145,51730,51670,51760
51750,51063,51121,51019,51023,51770
51750,51063,51019,51023,51067,51775
51540,51163,51091,51003,51125,51790
37091,51700,51710,51175,51740,51800
51800,51700,37029,37053,51735,51810
51009,51165,51079,51660,51540,51820
51119,51735,51127,51036,51700,51830
51171,51107,54065,54027,54003,51840
53005,53063,53023,53013,53071,53001
41061,53071,53075,16057,41063,53003
53001,53025,41021,53039,53077,53005
53053,53073,53057,53025,53061,53007
53057,53067,53061,53027,53035,53009
53041,41071,41005,41027,41067,53011
41059,41063,53001,16069,53021,53013
53067,41007,41067,41051,53059,53015
53065,53021,53001,53019,53037,53017
53025,16021,16017,53063,53017,53019
53043,53075,41059,53023,53025,53021
53001,41063,16061,16057,53071,53023
53071,53077,53007,53005,53037,53025
53041,41007,53009,53035,53069,53027
53073,53033,53045,53009,53031,53029
53033,53061,53067,53055,53027,53031
53041,53045,53007,53067,53029,53033
53027,53055,53067,53053,53061,53035
53061,53039,53005,53053,53017,53037
41051,53005,41049,53059,41065,53039
53049,53045,53011,41009,53069,53041
16055,53021,53075,53019,53065,53043
53033,53049,53009,53029,53053,53045
53061,53073,53057,53025,53043,53047
41057,53041,53045,53015,41009,53049
16009,53043,30053,16055,53063,53051
53059,53061,53037,53015,53045,53053
53033,53045,53035,53073,53061,53055
53047,53031,53035,53007,53033,53057
41067,41005,53039,41009,53041,53059
53031,53053,53007,53055,53073,53061
53001,53051,16057,16017,53065,53063
53017,53047,16055,16021,53043,53065
53033,53069,53049,53015,53035,53067
53027,53011,53041,41067,53067,53069
41061,53075,53003,53001,53005,53071
53031,53047,53033,53035,53007,53073
53043,16069,53003,53063,16009,53075
41027,53053,53041,41021,41055,53077
54061,54077,54041,54049,54083,54001
51107,42057,54027,51043,51069,54003
54099,54079,54019,54059,54081,54005
54085,54087,54097,54067,54015,54007
39019,42007,54051,39067,39013,54009
21089,21127,39053,54053,21019,54011
54041,54107,54035,54015,54085,54013
54035,54101,54021,54019,54013,54015
54091,54049,54073,54021,54103,54017
54055,54109,54025,54005,54039,54019
54015,54097,54087,54105,54017,54021
54083,51171,54077,54027,54071,54023
51017,54101,54075,54019,51045,54025
54023,54003,51171,54065,51840,54027
39067,42003,54069,39019,42125,54029
54071,51165,51187,51069,51139,54031
54061,54095,54097,54103,54001,54033
54039,39053,54013,54107,39105,54035
51187,24021,54065,51069,24043,54037
54011,54067,54035,54043,54019,54039
54013,54091,54085,54001,54007,54041
21019,21159,54039,54059,54079,54043
54081,21195,54047,54099,21159,54045
51173,54059,54045,51021,54081,54047
54051,54077,54017,54001,42059,54049
54049,42125,54009,54095,39111,54051
54105,54087,39079,39087,54011,54053
54063,51155,51185,54047,54109,54055
51069,54065,54077,54093,54031,54057
54109,21071,54099,54005,51027,54059
54051,54001,54103,54033,42051,54061
51005,51775,54055,51750,51121,54063
42009,54037,51840,42057,54027,54065
54021,54075,54013,54039,54025,54067
54103,54029,39067,42059,39081,54069
51790,51015,54031,54093,54023,54071
54103,39121,54105,54017,39111,54073
54071,54067,54097,51005,54025,54075
54057,54023,42051,54049,54001,54077
54005,54087,39087,39053,54035,54079
54063,54039,54045,54047,54005,54081
54091,54101,54041,51091,54075,54083
54041,39167,54107,54013,54095,54085
54085,54007,54107,54039,54021,54087
51021,54109,51045,54025,54019,54089
54017,54041,54097,54093,54077,54091
54097,54057,24023,54071,54091,54093
54049,39167,54033,54051,54085,54095
54017,54021,54091,54101,54007,54097
54045,54059,39087,21115,21159,54099
54025,54083,54021,54041,54015,54101
54073,54061,42059,39111,54033,54103
39105,39167,54021,54073,54035,54105
54087,54013,39009,39105,54035,54107
54089,51027,54059,51185,54005,54109
55081,55047,55021,55111,55097,55001
27031,55129,55125,55099,55031,55003
27025,55113,55109,55013,55017,55005
27031,27017,26053,27075,55129,55007
55078,55135,55115,55139,55061,55009
55063,27109,55093,55033,55035,55011
27017,27059,55031,27065,55005,55013
55131,55135,55047,55117,55071,55015
55121,55011,55091,55019,55119,55017
55107,55081,55121,55073,55017,55019
55039,55137,55055,55001,55027,55021
55063,19191,55049,27055,19043,55023
17177,55065,55027,55049,55111,55025
55139,55077,55025,55133,55021,55027
55009,55083,26101,26041,55075,55029
27001,55005,55003,55113,27115,55031
27157,55095,55011,55005,55035,55033
55107,55119,55053,55033,55019,55035
26013,55085,55125,55067,26109,55037
55077,55087,55137,55117,55131,55039
55069,26043,55078,55125,55075,55041
19005,19055,17085,55103,55065,55043
17141,17015,17085,55049,17201,55045
55131,55015,55001,55021,55027,55047
17177,55023,17085,55025,55045,55049
55107,26131,55085,55113,55007,55051
55123,55011,55057,55141,55035,55053
55045,17007,55021,55131,55025,55055
55137,55053,55123,55103,55141,55057
17111,55089,55133,17031,26139,55059
26127,55117,55015,55029,55009,55061
55023,55011,19005,27169,55053,55063
55025,17015,19097,19061,55043,55065
55037,55075,55083,55073,55085,55067
55019,55078,55041,55125,55119,55069
55039,26127,26101,55087,26105,55071
55078,55115,55135,55019,55119,55073
55115,55067,55029,26043,55041,55075
55097,55027,55139,55111,55057,55077
55073,55009,55041,55075,55087,55078
55117,17097,55131,26139,55133,55079
27055,55141,55121,55001,55103,55081
55041,55135,26109,55067,55087,55083
26071,55037,55051,26053,55099,55085
55039,55137,55083,55078,55115,55087
55059,26139,55133,55101,26127,55089
27169,55109,55017,55121,27157,55091
55011,27123,27157,27037,27163,55093
27123,55129,27059,27003,27163,55095
55139,55057,55077,55115,55001,55097
55073,26053,55125,55051,55107,55099
55127,26121,55133,55089,26005,55101
55063,19005,55057,55081,55043,55103
